,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,params,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2
899,0.10597391128540039,0.0024508140183070585,0.005569362640380859,3.347335717058696e-05,0.3,6,128,0.0001,1e-05,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.596,0.572,0.588,0.588,0.592,0.7572,0.008158431221748464,713,0.596,0.572,0.588,0.588,0.592,0.5871999999999999,0.008158431221748464,713
897,0.11005806922912598,0.005892404795057796,0.005678367614746094,0.00018294256384459982,0.3,6,128,0.0001,3e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.596,0.572,0.588,0.588,0.592,0.7572,0.008158431221748464,713,0.596,0.572,0.588,0.588,0.592,0.5871999999999999,0.008158431221748464,713
896,0.10593132972717285,0.0021942738119370923,0.0055751800537109375,6.5919697537976e-05,0.3,6,128,0.0001,1e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.596,0.572,0.588,0.588,0.592,0.7572,0.008158431221748464,713,0.596,0.572,0.588,0.588,0.592,0.5871999999999999,0.008158431221748464,713
745,0.2715402126312256,0.0033854011532447356,0.007671785354614258,9.981802061605492e-05,0.3,3,512,0.001,3e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.592,0.572,0.608,0.568,0.588,0.7556,0.014444376068214242,721,0.592,0.572,0.608,0.568,0.588,0.5856,0.014444376068214242,721
786,0.15990862846374512,0.0018655446379376285,0.006255722045898438,7.235736386352823e-05,0.3,4,256,0.0001,5e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.608,0.584,0.596,0.58,0.56,0.7556,0.01611955334368789,721,0.608,0.584,0.596,0.58,0.56,0.5856,0.01611955334368789,721
784,0.16022801399230957,0.0024880335884566586,0.0062331676483154295,0.00010021971411158987,0.3,4,256,0.0001,1e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.608,0.584,0.596,0.58,0.56,0.7556,0.01611955334368789,721,0.608,0.584,0.596,0.58,0.56,0.5856,0.01611955334368789,721
785,0.16412668228149413,0.0027866550228869452,0.006263160705566406,0.00012795892933619658,0.3,4,256,0.0001,3e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.608,0.584,0.596,0.58,0.56,0.7556,0.01611955334368789,721,0.608,0.584,0.596,0.58,0.56,0.5856,0.01611955334368789,721
787,0.16234612464904785,0.003745024987664397,0.007702064514160156,0.0030307721964100407,0.3,4,256,0.0001,1e-05,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.608,0.584,0.596,0.58,0.56,0.7556,0.01611955334368789,721,0.608,0.584,0.596,0.58,0.56,0.5856,0.01611955334368789,721
744,0.27646985054016116,0.008584550351658525,0.007769107818603516,0.00019746557335969487,0.3,3,512,0.001,1e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.592,0.572,0.608,0.568,0.588,0.7556,0.014444376068214242,721,0.592,0.572,0.608,0.568,0.588,0.5856,0.014444376068214242,721
911,0.1105156421661377,0.0054018359340459645,0.007282876968383789,0.0016603511246591808,0.3,6,128,0.003,1e-05,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.596,0.58,0.588,0.592,0.572,0.7556,0.008616263691415214,721,0.596,0.58,0.588,0.592,0.572,0.5856,0.008616263691415214,721
910,0.10583748817443847,0.002310388868389156,0.005534219741821289,9.732647064723529e-05,0.3,6,128,0.003,5e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.596,0.58,0.588,0.592,0.572,0.7556,0.008616263691415214,721,0.596,0.58,0.588,0.592,0.572,0.5856,0.008616263691415214,721
909,0.10670833587646485,0.001954843229357733,0.005609464645385742,7.014960158899487e-05,0.3,6,128,0.003,3e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.596,0.58,0.588,0.592,0.572,0.7556,0.008616263691415214,721,0.596,0.58,0.588,0.592,0.572,0.5856,0.008616263691415214,721
908,0.1119344711303711,0.0060070999389084945,0.005740118026733398,0.0002467638697592861,0.3,6,128,0.003,1e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 128, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.596,0.58,0.588,0.592,0.572,0.7556,0.008616263691415214,721,0.596,0.58,0.588,0.592,0.572,0.5856,0.008616263691415214,721
740,0.27509374618530275,0.007665729927578558,0.007886362075805665,0.00022168258462456405,0.3,3,512,0.0003,1e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.596,0.572,0.608,0.572,0.568,0.7532,0.01587954659302338,731,0.596,0.572,0.608,0.572,0.568,0.5831999999999999,0.01587954659302338,731
741,0.2723433494567871,0.002119905686116569,0.007763385772705078,0.0001192677354589525,0.3,3,512,0.0003,3e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.596,0.572,0.608,0.572,0.568,0.7532,0.01587954659302338,731,0.596,0.572,0.608,0.572,0.568,0.5831999999999999,0.01587954659302338,731
747,0.27416105270385743,0.004583022640665016,0.007769727706909179,0.00017288044028501934,0.3,3,512,0.001,1e-05,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.592,0.572,0.608,0.556,0.588,0.7532,0.01778088861671428,731,0.592,0.572,0.608,0.556,0.588,0.5831999999999999,0.01778088861671428,731
746,0.2811733245849609,0.009701390309494906,0.008564376831054687,0.0016095608546077423,0.3,3,512,0.001,5e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.592,0.572,0.608,0.556,0.588,0.7532,0.01778088861671428,731,0.592,0.572,0.608,0.556,0.588,0.5831999999999999,0.01778088861671428,731
743,0.2754984855651855,0.0039061792438728005,0.007807159423828125,0.0001313014732822238,0.3,3,512,0.0003,1e-05,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.596,0.572,0.608,0.572,0.568,0.7532,0.01587954659302338,731,0.596,0.572,0.608,0.572,0.568,0.5831999999999999,0.01587954659302338,731
855,0.18283553123474122,0.0019931249599709523,0.008646774291992187,0.001955011061808372,0.3,5,256,0.0003,1e-05,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.564,0.58,0.6,0.572,0.6,0.7532,0.014620533505997665,731,0.564,0.58,0.6,0.572,0.6,0.5831999999999999,0.014620533505997665,731
742,0.27233214378356935,0.003603212855010232,0.00837535858154297,0.0012431331588487692,0.3,3,512,0.0003,5e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.596,0.572,0.608,0.572,0.568,0.7532,0.01587954659302338,731,0.596,0.572,0.608,0.572,0.568,0.5831999999999999,0.01587954659302338,731
850,0.18720240592956544,0.005454581465449967,0.0071925163269042965,7.335572085957305e-05,0.3,5,256,0.0001,5e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.576,0.584,0.608,0.564,0.58,0.7524000000000001,0.014444376068214242,738,0.576,0.584,0.608,0.564,0.58,0.5824,0.014444376068214242,738
849,0.1837621212005615,0.0017113745753856713,0.007245016098022461,0.00014660136448682004,0.3,5,256,0.0001,3e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.576,0.584,0.608,0.564,0.58,0.7524000000000001,0.014444376068214242,738,0.576,0.584,0.608,0.564,0.58,0.5824,0.014444376068214242,738
848,0.187728214263916,0.005331193352338439,0.007188272476196289,0.00011322451882780217,0.3,5,256,0.0001,1e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.576,0.584,0.608,0.564,0.58,0.7524000000000001,0.014444376068214242,738,0.576,0.584,0.608,0.564,0.58,0.5824,0.014444376068214242,738
851,0.18293476104736328,0.0019368424830218688,0.007134342193603515,0.0001875313672697529,0.3,5,256,0.0001,1e-05,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.576,0.584,0.608,0.564,0.58,0.7524000000000001,0.014444376068214242,738,0.576,0.584,0.608,0.564,0.58,0.5824,0.014444376068214242,738
852,0.18721795082092285,0.004690391358175883,0.00712881088256836,6.858811495154178e-05,0.3,5,256,0.0003,1e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.564,0.58,0.6,0.572,0.588,0.7508,0.012496399481450659,742,0.564,0.58,0.6,0.572,0.588,0.5808,0.012496399481450659,742
854,0.18210177421569823,0.0026342001813620904,0.010367536544799804,0.0028076135618183835,0.3,5,256,0.0003,5e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.564,0.58,0.6,0.572,0.588,0.7508,0.012496399481450659,742,0.564,0.58,0.6,0.572,0.588,0.5808,0.012496399481450659,742
748,0.272282075881958,0.0025444786192461745,0.007689189910888672,0.00013025017985744022,0.3,3,512,0.003,1e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.6,0.568,0.588,0.576,0.572,0.7508,0.011702991070662245,742,0.6,0.568,0.588,0.576,0.572,0.5808,0.011702991070662245,742
749,0.2747505187988281,0.005181201805578905,0.007810640335083008,0.00014590978620488627,0.3,3,512,0.003,3e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.6,0.568,0.588,0.576,0.572,0.7508,0.011702991070662245,742,0.6,0.568,0.588,0.576,0.572,0.5808,0.011702991070662245,742
750,0.27497410774230957,0.004253203800752692,0.009048748016357421,0.0025259926512880963,0.3,3,512,0.003,5e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.6,0.568,0.588,0.576,0.572,0.7508,0.011702991070662245,742,0.6,0.568,0.588,0.576,0.572,0.5808,0.011702991070662245,742
853,0.184548282623291,0.0010662195570994462,0.007214641571044922,0.00019063151659160613,0.3,5,256,0.0003,3e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.564,0.58,0.6,0.572,0.588,0.7508,0.012496399481450659,742,0.564,0.58,0.6,0.572,0.588,0.5808,0.012496399481450659,742
751,0.2756959915161133,0.007050338845101585,0.008297348022460937,0.0009253249906537,0.3,3,512,0.003,1e-05,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.6,0.568,0.588,0.576,0.572,0.7508,0.011702991070662245,742,0.6,0.568,0.588,0.576,0.572,0.5808,0.011702991070662245,742
807,0.3170299530029297,0.006489332062422698,0.009320211410522462,0.00020183190438031264,0.3,4,512,0.0003,1e-05,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.58,0.56,0.604,0.592,0.564,0.7500000000000001,0.016589153082662168,749,0.58,0.56,0.604,0.592,0.564,0.5800000000000001,0.016589153082662168,749
806,0.3120412826538086,0.0011212666541024776,0.00977635383605957,0.0011664951811695844,0.3,4,512,0.0003,5e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.58,0.56,0.604,0.592,0.564,0.7500000000000001,0.016589153082662168,749,0.58,0.56,0.604,0.592,0.564,0.5800000000000001,0.016589153082662168,749
805,0.31215863227844237,0.0028748106269481503,0.011906099319458009,0.005625201074560566,0.3,4,512,0.0003,3e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.58,0.56,0.604,0.592,0.564,0.7500000000000001,0.016589153082662168,749,0.58,0.56,0.604,0.592,0.564,0.5800000000000001,0.016589153082662168,749
804,0.31699748039245607,0.003635865481598611,0.009188508987426758,5.784736380038127e-05,0.3,4,512,0.0003,1e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.58,0.56,0.604,0.592,0.564,0.7500000000000001,0.016589153082662168,749,0.58,0.56,0.604,0.592,0.564,0.5800000000000001,0.016589153082662168,749
915,0.21005072593688964,0.006269500399399602,0.007887744903564453,0.00023123114608027682,0.3,6,256,0.0001,1e-05,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.592,0.568,0.596,0.58,0.564,0.75,0.012649110640673528,753,0.592,0.568,0.596,0.58,0.564,0.58,0.012649110640673528,753
914,0.20473532676696776,0.0037648536260195087,0.007715940475463867,0.00010205284411310941,0.3,6,256,0.0001,5e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.592,0.568,0.596,0.58,0.564,0.75,0.012649110640673528,753,0.592,0.568,0.596,0.58,0.564,0.58,0.012649110640673528,753
913,0.20410075187683105,0.0065158184560551325,0.009621667861938476,0.0022873004330426203,0.3,6,256,0.0001,3e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.592,0.568,0.596,0.58,0.564,0.75,0.012649110640673528,753,0.592,0.568,0.596,0.58,0.564,0.58,0.012649110640673528,753
912,0.20165514945983887,0.002704815700300589,0.009295415878295899,0.0018443164993509297,0.3,6,256,0.0001,1e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.592,0.568,0.596,0.58,0.564,0.75,0.012649110640673528,753,0.592,0.568,0.596,0.58,0.564,0.58,0.012649110640673528,753
503,0.6203829765319824,0.003754080606964458,0.01551661491394043,0.0003095993030909018,0.1,4,1024,0.0003,1e-05,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.58,0.568,0.612,0.548,0.592,0.75,0.02161480973777006,753,0.58,0.568,0.612,0.548,0.592,0.58,0.02161480973777006,753
502,0.6302272319793701,0.01352892865025826,0.016179323196411133,0.0017485417101416676,0.1,4,1024,0.0003,5e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.58,0.568,0.612,0.548,0.592,0.75,0.02161480973777006,753,0.58,0.568,0.612,0.548,0.592,0.58,0.02161480973777006,753
501,0.616775369644165,0.006109862876557765,0.015301322937011719,0.00013862178616804542,0.1,4,1024,0.0003,3e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.58,0.568,0.612,0.548,0.592,0.75,0.02161480973777006,753,0.58,0.568,0.612,0.548,0.592,0.58,0.02161480973777006,753
500,0.6203302860260009,0.0067194636300280716,0.015242385864257812,0.0002463972861239202,0.1,4,1024,0.0003,1e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.58,0.568,0.612,0.548,0.592,0.75,0.02161480973777006,753,0.58,0.568,0.612,0.548,0.592,0.58,0.02161480973777006,753
796,0.163124942779541,0.0018934534611505962,0.006449556350708008,0.0004439484955916474,0.3,4,256,0.003,1e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.584,0.572,0.58,0.584,0.576,0.7492,0.004664761515876244,761,0.584,0.572,0.58,0.584,0.576,0.5791999999999999,0.004664761515876244,761
738,0.2754326343536377,0.00828635398825428,0.007852983474731446,0.0001265541808164602,0.3,3,512,0.0001,5e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.6,0.568,0.6,0.56,0.568,0.7492,0.017232527382830404,761,0.6,0.568,0.6,0.56,0.568,0.5791999999999999,0.017232527382830404,761
737,0.2746936321258545,0.006978305033248707,0.011185121536254884,0.0067732719729598,0.3,3,512,0.0001,3e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.6,0.568,0.6,0.56,0.568,0.7492,0.017232527382830404,761,0.6,0.568,0.6,0.56,0.568,0.5791999999999999,0.017232527382830404,761
736,0.27773165702819824,0.005835323295679172,0.007820749282836914,0.00017332677168566132,0.3,3,512,0.0001,1e-06,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.6,0.568,0.6,0.56,0.568,0.7492,0.017232527382830404,761,0.6,0.568,0.6,0.56,0.568,0.5791999999999999,0.017232527382830404,761
739,0.2730903148651123,0.00697024183867788,0.007796955108642578,0.0001421299039712025,0.3,3,512,0.0001,1e-05,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.6,0.568,0.6,0.56,0.568,0.7492,0.017232527382830404,761,0.6,0.568,0.6,0.56,0.568,0.5791999999999999,0.017232527382830404,761
798,0.16090888977050782,0.0018833977957476114,0.006354904174804688,0.00016728006166548528,0.3,4,256,0.003,5e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.584,0.572,0.58,0.584,0.576,0.7492,0.004664761515876244,761,0.584,0.572,0.58,0.584,0.576,0.5791999999999999,0.004664761515876244,761
920,0.20683937072753905,0.009120673238162838,0.007725381851196289,0.00013399392257668795,0.3,6,256,0.001,1e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.588,0.572,0.592,0.576,0.564,0.7484000000000001,0.01030727898138011,767,0.588,0.572,0.592,0.576,0.564,0.5784,0.01030727898138011,767
921,0.20898075103759767,0.010195695412080631,0.009002494812011718,0.0023442003239621794,0.3,6,256,0.001,3e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.588,0.572,0.592,0.576,0.564,0.7484000000000001,0.01030727898138011,767,0.588,0.572,0.592,0.576,0.564,0.5784,0.01030727898138011,767
923,0.2043069362640381,0.0036502869970820237,0.007809209823608399,9.395790349836771e-05,0.3,6,256,0.001,1e-05,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.588,0.572,0.592,0.576,0.564,0.7484000000000001,0.01030727898138011,767,0.588,0.572,0.592,0.576,0.564,0.5784,0.01030727898138011,767
922,0.20671262741088867,0.005292379052805474,0.007813358306884765,8.144939791893817e-05,0.3,6,256,0.001,5e-06,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.588,0.572,0.592,0.576,0.564,0.7484000000000001,0.01030727898138011,767,0.588,0.572,0.592,0.576,0.564,0.5784,0.01030727898138011,767
695,0.44771542549133303,0.009037170658956777,0.009701871871948242,0.0019003011717504685,0.3,2,1024,0.0003,1e-05,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.588,0.568,0.6,0.572,0.564,0.7484000000000001,0.013529227620230223,767,0.588,0.568,0.6,0.572,0.564,0.5784,0.013529227620230223,767
863,0.18493037223815917,0.002385301640696625,0.007264614105224609,0.00010488759256565169,0.3,5,256,0.003,1e-05,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.584,0.58,0.584,0.572,0.568,0.7476,0.006499230723708773,772,0.584,0.58,0.584,0.572,0.568,0.5776,0.006499230723708773,772
862,0.1871027946472168,0.00498639022555861,0.007143402099609375,6.992871794434956e-05,0.3,5,256,0.003,5e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.584,0.58,0.584,0.572,0.568,0.7476,0.006499230723708773,772,0.584,0.58,0.584,0.572,0.568,0.5776,0.006499230723708773,772
861,0.18869376182556152,0.007068258916069773,0.007242393493652344,0.00011391273443146973,0.3,5,256,0.003,3e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.584,0.58,0.584,0.572,0.568,0.7476,0.006499230723708773,772,0.584,0.58,0.584,0.572,0.568,0.5776,0.006499230723708773,772
860,0.18398141860961914,0.0041955019927858595,0.007340192794799805,0.00022065059220419087,0.3,5,256,0.003,1e-06,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.584,0.58,0.584,0.572,0.568,0.7476,0.006499230723708773,772,0.584,0.58,0.584,0.572,0.568,0.5776,0.006499230723708773,772
496,0.6162641525268555,0.00360762343057564,0.015272378921508789,0.0004108164239942829,0.1,4,1024,0.0001,1e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.584,0.568,0.6,0.556,0.58,0.7476,0.0148808601901906,772,0.584,0.568,0.6,0.556,0.58,0.5776,0.0148808601901906,772
497,0.620823335647583,0.0045782782815335125,0.015612077713012696,0.0003809276961885254,0.1,4,1024,0.0001,3e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.584,0.568,0.6,0.556,0.58,0.7476,0.0148808601901906,772,0.584,0.568,0.6,0.556,0.58,0.5776,0.0148808601901906,772
498,0.6172558307647705,0.005457330798689377,0.015240955352783202,0.00045978530377238365,0.1,4,1024,0.0001,5e-06,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.584,0.568,0.6,0.556,0.58,0.7476,0.0148808601901906,772,0.584,0.568,0.6,0.556,0.58,0.5776,0.0148808601901906,772
499,0.6194110870361328,0.00432075420557238,0.015185070037841798,0.00031609957095588096,0.1,4,1024,0.0001,1e-05,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.584,0.568,0.6,0.556,0.58,0.7476,0.0148808601901906,772,0.584,0.568,0.6,0.556,0.58,0.5776,0.0148808601901906,772
692,0.44771223068237304,0.0059191306350086376,0.008795976638793945,0.00018716468922566463,0.3,2,1024,0.0003,1e-06,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.58,0.568,0.6,0.572,0.564,0.7468,0.012749901960407392,780,0.58,0.568,0.6,0.572,0.564,0.5768,0.012749901960407392,780
694,0.45580387115478516,0.00841066217688812,0.008694267272949219,0.00013292280326559897,0.3,2,1024,0.0003,5e-06,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.58,0.568,0.6,0.572,0.564,0.7468,0.012749901960407392,780,0.58,0.568,0.6,0.572,0.564,0.5768,0.012749901960407392,780
797,0.16426219940185546,0.002797130979124454,0.006522989273071289,0.00043914754495078564,0.3,4,256,0.003,3e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.584,0.572,0.58,0.572,0.576,0.7468,0.004664761515876244,780,0.584,0.572,0.58,0.572,0.576,0.5768,0.004664761515876244,780
799,0.17227277755737305,0.00758628214161232,0.006359481811523437,9.838302727894043e-05,0.3,4,256,0.003,1e-05,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.584,0.572,0.58,0.572,0.576,0.7468,0.004664761515876244,780,0.584,0.572,0.58,0.572,0.576,0.5768,0.004664761515876244,780
693,0.44643411636352537,0.0038674912807181317,0.008792543411254882,0.00011153542211052627,0.3,2,1024,0.0003,3e-06,"{'learning_rate': 0.3, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.58,0.568,0.6,0.572,0.564,0.7468,0.012749901960407392,780,0.58,0.568,0.6,0.572,0.564,0.5768,0.012749901960407392,780
808,0.316435432434082,0.005213324426832947,0.009211111068725585,8.582994672666686e-05,0.3,4,512,0.001,1e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.572,0.572,0.58,0.584,0.572,0.746,0.005059644256269411,785,0.572,0.572,0.58,0.584,0.572,0.576,0.005059644256269411,785
809,0.3163407802581787,0.005841371076952352,0.009273004531860352,4.713129485339033e-05,0.3,4,512,0.001,3e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.572,0.572,0.58,0.584,0.572,0.746,0.005059644256269411,785,0.572,0.572,0.58,0.584,0.572,0.576,0.005059644256269411,785
810,0.31957240104675294,0.006219915774294828,0.009261846542358398,6.834808244628254e-05,0.3,4,512,0.001,5e-06,"{'learning_rate': 0.3, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.572,0.572,0.58,0.584,0.572,0.746,0.005059644256269411,785,0.572,0.572,0.58,0.584,0.572,0.576,0.005059644256269411,785
