,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,params,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2
165,0.30922393798828124,0.004564321662165606,0.009553766250610352,0.0003161496022205621,0.01,4,512,0.0003,3e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.656,0.648,0.652,0.652,0.66,0.8236000000000001,0.004079215610874232,181,0.656,0.648,0.652,0.652,0.66,0.6536000000000001,0.004079215610874232,181
164,0.3082118988037109,0.010053159199159856,0.009488296508789063,0.0002108375491671269,0.01,4,512,0.0003,1e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.656,0.648,0.652,0.652,0.66,0.8236000000000001,0.004079215610874232,181,0.656,0.648,0.652,0.652,0.66,0.6536000000000001,0.004079215610874232,181
169,0.3067671775817871,0.0029205438773165474,0.011555004119873046,0.004256725160114384,0.01,4,512,0.001,3e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.656,0.648,0.652,0.652,0.66,0.8236000000000001,0.004079215610874232,181,0.656,0.648,0.652,0.652,0.66,0.6536000000000001,0.004079215610874232,181
175,0.3222646713256836,0.01138072068786821,0.009728574752807617,0.00024002258517734742,0.01,4,512,0.003,1e-05,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.656,0.648,0.652,0.648,0.66,0.8228000000000001,0.004664761515876244,205,0.656,0.648,0.652,0.648,0.66,0.6528,0.004664761515876244,205
174,0.308718204498291,0.003329343475491897,0.00952153205871582,0.00025988339930511673,0.01,4,512,0.003,5e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.656,0.648,0.652,0.648,0.66,0.8228000000000001,0.004664761515876244,205,0.656,0.648,0.652,0.648,0.66,0.6528,0.004664761515876244,205
173,0.30887417793273925,0.004996544589756482,0.009608316421508788,0.00029295151226423,0.01,4,512,0.003,3e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.656,0.648,0.652,0.648,0.66,0.8228000000000001,0.004664761515876244,205,0.656,0.648,0.652,0.648,0.66,0.6528,0.004664761515876244,205
172,0.30750608444213867,0.0012339248747532945,0.009551620483398438,0.00027159790631062133,0.01,4,512,0.003,1e-06,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 512, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.656,0.648,0.652,0.648,0.66,0.8228000000000001,0.004664761515876244,205,0.656,0.648,0.652,0.648,0.66,0.6528,0.004664761515876244,205
286,0.2005857467651367,0.003417958746915681,0.008009958267211913,0.0002833277717956594,0.01,6,256,0.003,5e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.652,0.648,0.656,0.652,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.648,0.656,0.652,0.652,0.652,0.0025298221281347057,209
285,0.19904670715332032,0.007015722683503604,0.007851600646972656,0.00018881499123707488,0.01,6,256,0.003,3e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.652,0.648,0.656,0.652,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.648,0.656,0.652,0.652,0.652,0.0025298221281347057,209
284,0.20212035179138182,0.0037410039498734803,0.008109855651855468,0.00042606725976311816,0.01,6,256,0.003,1e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.652,0.648,0.656,0.652,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.648,0.656,0.652,0.652,0.652,0.0025298221281347057,209
287,0.19946489334106446,0.0038500773667820712,0.007923746109008789,0.00018753882373063693,0.01,6,256,0.003,1e-05,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.652,0.648,0.656,0.652,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.648,0.656,0.652,0.652,0.652,0.0025298221281347057,209
273,0.20115213394165038,0.00442854549777946,0.007996940612792968,0.0002108646268220002,0.01,6,256,0.0001,3e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.652,0.652,0.656,0.648,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.652,0.656,0.648,0.652,0.652,0.0025298221281347057,209
48,0.43785557746887205,0.0062436819888173085,0.009923934936523438,0.0002701996820786773,0.01,2,1024,0.0001,1e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
63,0.44354519844055174,0.010181322025104123,0.009993219375610351,0.00026203733838516734,0.01,2,1024,0.003,1e-05,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
62,0.43770551681518555,0.005067609876896019,0.010033512115478515,0.00017398046556410703,0.01,2,1024,0.003,5e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
61,0.4411938667297363,0.008469087811872899,0.010035848617553711,0.00021753944561678495,0.01,2,1024,0.003,3e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
60,0.43997626304626464,0.0053938385462654805,0.010485458374023437,0.00046888965294180875,0.01,2,1024,0.003,1e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
272,0.19951438903808594,0.003996022983166226,0.008060216903686523,0.0003384007185784599,0.01,6,256,0.0001,1e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.652,0.652,0.656,0.648,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.652,0.656,0.648,0.652,0.652,0.0025298221281347057,209
278,0.19906878471374512,0.004392872070187808,0.008020353317260743,0.0001334727937707428,0.01,6,256,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.652,0.652,0.656,0.648,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.652,0.656,0.648,0.652,0.652,0.0025298221281347057,209
59,0.44077324867248535,0.00497357656446552,0.010017585754394532,0.0002759209635497157,0.01,2,1024,0.001,1e-05,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
58,0.43964834213256837,0.0033640265523712516,0.01000218391418457,0.0003318788128337298,0.01,2,1024,0.001,5e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
49,0.43853607177734377,0.0072642534130131975,0.010140514373779297,0.0004239463574459292,0.01,2,1024,0.0001,3e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
50,0.4418336868286133,0.0037435398631443487,0.010062742233276366,0.0005542124340187427,0.01,2,1024,0.0001,5e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
51,0.4401256561279297,0.003891038834172878,0.00994877815246582,0.00035439182399841845,0.01,2,1024,0.0001,1e-05,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
52,0.4432682514190674,0.007027715484276646,0.00993204116821289,0.0002609650960757329,0.01,2,1024,0.0003,1e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
53,0.441315746307373,0.005008651543160822,0.010099554061889648,0.0002763825501702016,0.01,2,1024,0.0003,3e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
54,0.44131174087524416,0.007923031717362654,0.009986162185668945,0.00030354694706921783,0.01,2,1024,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
277,0.20311474800109863,0.0046546276662041,0.008231544494628906,0.00034624047379923535,0.01,6,256,0.0003,3e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.652,0.652,0.656,0.648,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.652,0.656,0.648,0.652,0.652,0.0025298221281347057,209
276,0.1980116367340088,0.003008226650532842,0.007932662963867188,0.00019944480116295185,0.01,6,256,0.0003,1e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.652,0.652,0.656,0.648,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.652,0.656,0.648,0.652,0.652,0.0025298221281347057,209
275,0.20072674751281738,0.004956319188440131,0.009076690673828125,0.002340147690272914,0.01,6,256,0.0001,1e-05,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.652,0.652,0.656,0.648,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.652,0.656,0.648,0.652,0.652,0.0025298221281347057,209
274,0.19819240570068358,0.0024180027951718084,0.008047246932983398,0.00041527106133068607,0.01,6,256,0.0001,5e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.652,0.652,0.656,0.648,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.652,0.656,0.648,0.652,0.652,0.0025298221281347057,209
55,0.45006980895996096,0.02090332410058733,0.010805797576904298,0.0014392918564590262,0.01,2,1024,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
56,0.44014606475830076,0.006449311175768863,0.00996694564819336,0.0003067005926085155,0.01,2,1024,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
57,0.43941287994384765,0.006697122401832307,0.010096025466918946,0.0003933216785878558,0.01,2,1024,0.001,3e-06,"{'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.644,0.652,0.664,0.64,0.66,0.8220000000000001,0.009121403400793112,209,0.644,0.652,0.664,0.64,0.66,0.652,0.009121403400793112,209
279,0.20820026397705077,0.006429533061532894,0.00799260139465332,0.0003606084784198393,0.01,6,256,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.652,0.652,0.656,0.648,0.652,0.8220000000000001,0.0025298221281347057,209,0.652,0.652,0.656,0.648,0.652,0.652,0.0025298221281347057,209
283,0.19990754127502441,0.0038371541148668974,0.00996088981628418,0.004231006723127837,0.01,6,256,0.001,1e-05,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.652,0.644,0.656,0.652,0.652,0.8212,0.003919183588453088,237,0.652,0.644,0.656,0.652,0.652,0.6512,0.003919183588453088,237
282,0.19757065773010254,0.0034559469130480743,0.008363485336303711,0.0009981106941700374,0.01,6,256,0.001,5e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.652,0.644,0.656,0.652,0.652,0.8212,0.003919183588453088,237,0.652,0.644,0.656,0.652,0.652,0.6512,0.003919183588453088,237
281,0.20095462799072267,0.003985035694460418,0.00793766975402832,0.00016692651684686809,0.01,6,256,0.001,3e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.652,0.644,0.656,0.652,0.652,0.8212,0.003919183588453088,237,0.652,0.644,0.656,0.652,0.652,0.6512,0.003919183588453088,237
280,0.19874129295349122,0.003887792605490321,0.008002901077270507,0.00023821075918782075,0.01,6,256,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 256, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.652,0.644,0.656,0.652,0.652,0.8212,0.003919183588453088,237,0.652,0.644,0.656,0.652,0.652,0.6512,0.003919183588453088,237
231,0.353806209564209,0.005228184998075074,0.011074209213256836,0.0002986190409478622,0.01,5,512,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.652,0.64,0.616,0.64,0.66,0.8116000000000001,0.014880860190190633,241,0.652,0.64,0.616,0.64,0.66,0.6416000000000001,0.014880860190190633,241
123,0.5281731605529785,0.006091246830885968,0.012855911254882812,0.00031935513569063793,0.01,3,1024,0.001,1e-05,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 1e-05}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
126,0.5293347358703613,0.010607998887449645,0.01297154426574707,0.00031378115484850875,0.01,3,1024,0.003,5e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 5e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
127,0.5289896965026856,0.005265961977248552,0.012857818603515625,0.00020329602032599146,0.01,3,1024,0.003,1e-05,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 1e-05}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
113,0.5356554985046387,0.01805140707370128,0.012726497650146485,0.0003952147185566612,0.01,3,1024,0.0001,3e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 3e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
115,0.5289927959442139,0.008717419409713581,0.012759160995483399,0.00037697176945279063,0.01,3,1024,0.0001,1e-05,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 1e-05}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
116,0.5265908241271973,0.004412601664724024,0.012775087356567382,0.0003408404722675572,0.01,3,1024,0.0003,1e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
125,0.5249372959136963,0.0048533332356886835,0.015938997268676758,0.00323192690828725,0.01,3,1024,0.003,3e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 3e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
122,0.5310643672943115,0.010811761863098315,0.013787031173706055,0.00141429599683187,0.01,3,1024,0.001,5e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 5e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
124,0.5289369583129883,0.006961792670800002,0.012881851196289063,0.0002436113207741901,0.01,3,1024,0.003,1e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.003, 'reg_lambda': 1e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
117,0.5271798133850097,0.003918659691665971,0.012863588333129884,0.00031672180930530285,0.01,3,1024,0.0003,3e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
118,0.5314579963684082,0.00679928977271305,0.01302022933959961,0.00029406673192361536,0.01,3,1024,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
119,0.5333058357238769,0.0057931390636284325,0.013037395477294923,0.0004209521943537255,0.01,3,1024,0.0003,1e-05,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0003, 'reg_lambda': 1e-05}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
120,0.5322518825531006,0.007263534897973065,0.013434600830078126,0.0006216121216959846,0.01,3,1024,0.001,1e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 1e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
121,0.5375606536865234,0.013412744980969268,0.012970924377441406,0.0003543488542197323,0.01,3,1024,0.001,3e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.001, 'reg_lambda': 3e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
112,0.5285818099975585,0.006940345450282169,0.01264657974243164,0.0003054832087208957,0.01,3,1024,0.0001,1e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
114,0.5307693004608154,0.005292165067024413,0.013032913208007812,0.0004699609156694825,0.01,3,1024,0.0001,5e-06,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 1024, 'reg_alpha': 0.0001, 'reg_lambda': 5e-06}",0.652,0.644,0.604,0.652,0.652,0.8108000000000001,0.018659046063504978,242,0.652,0.644,0.604,0.652,0.652,0.6408,0.018659046063504978,242
229,0.3538243770599365,0.004829310357644696,0.011142969131469727,0.00020764618534035902,0.01,5,512,0.0003,3e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 3e-06}",0.648,0.64,0.616,0.64,0.66,0.8108000000000001,0.014400000000000012,242,0.648,0.64,0.616,0.64,0.66,0.6408,0.014400000000000012,242
230,0.3472321033477783,0.0034283830849133434,0.011583805084228516,0.0012510523904575683,0.01,5,512,0.0003,5e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0003, 'reg_lambda': 5e-06}",0.648,0.64,0.616,0.64,0.66,0.8108000000000001,0.014400000000000012,242,0.648,0.64,0.616,0.64,0.66,0.6408,0.014400000000000012,242
224,0.3514407634735107,0.008390092413010787,0.012256240844726563,0.0016119089835601214,0.01,5,512,0.0001,1e-06,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 512, 'reg_alpha': 0.0001, 'reg_lambda': 1e-06}",0.648,0.64,0.616,0.64,0.66,0.8108000000000001,0.014400000000000012,242,0.648,0.64,0.616,0.64,0.66,0.6408,0.014400000000000012,242
